product_id,product_month,ciiquantity_month
1,2015-12-01,100.0
2,2015-12-01,126.4057846069336
3,2015-12-01,138.57186889648438
4,2015-12-01,120.99811553955078
5,2015-12-01,150.34066772460938
6,2015-12-01,165.2248077392578
7,2015-12-01,162.17991638183594
8,2015-12-01,148.98809814453125
9,2015-12-01,153.50880432128906
10,2015-12-01,139.57322692871094
11,2015-12-01,110.74413299560547
12,2015-12-01,158.68524169921875
13,2015-12-01,116.18614959716797
14,2015-12-01,153.51580810546875
15,2015-12-01,132.4087371826172
16,2015-12-01,117.35064697265625
17,2015-12-01,120.62199401855469
18,2015-12-01,128.4126434326172
19,2015-12-01,110.27253723144531
20,2015-12-01,118.00775909423828
21,2015-12-01,121.75553894042969
22,2015-12-01,119.73770904541016
23,2015-12-01,90.28530883789062
24,2015-12-01,75.94127655029297
25,2015-12-01,140.8311767578125
26,2015-12-01,120.75186920166016
27,2015-12-01,165.51206970214844
28,2015-12-01,108.78583526611328
29,2015-12-01,88.09158325195312
30,2015-12-01,91.66902923583984
31,2015-12-01,123.28946685791016
32,2015-12-01,122.33248901367188
33,2015-12-01,127.69783782958984
34,2015-12-01,158.27418518066406
35,2015-12-01,158.48440551757812
36,2015-12-01,129.5472412109375
37,2015-12-01,153.5624542236328
38,2015-12-01,103.96617889404297
39,2015-12-01,125.12885284423828
40,2015-12-01,164.3527069091797
41,2015-12-01,120.63983154296875
42,2015-12-01,94.94100189208984
43,2015-12-01,177.2779998779297
44,2015-12-01,110.8379898071289
45,2015-12-01,159.67247009277344
46,2015-12-01,135.15003967285156
47,2015-12-01,140.31448364257812
48,2015-12-01,114.64820861816406
49,2015-12-01,118.79325103759766
50,2015-12-01,110.64706420898438
51,2015-12-01,206.17120361328125
52,2015-12-01,140.86712646484375
53,2015-12-01,115.47257232666016
54,2015-12-01,152.0283966064453
55,2015-12-01,92.2685317993164
56,2015-12-01,122.83826446533203
57,2015-12-01,119.03058624267578
58,2015-12-01,120.98155975341797
59,2015-12-01,111.83226776123047
60,2015-12-01,109.35189819335938
61,2015-12-01,115.62323760986328
62,2015-12-01,108.78244018554688
63,2015-12-01,147.05780029296875
64,2015-12-01,117.15943145751953
65,2015-12-01,106.67345428466797
66,2015-12-01,190.99241638183594
67,2015-12-01,162.911865234375
68,2015-12-01,150.8096160888672
69,2015-12-01,88.61367797851562
70,2015-12-01,154.08677673339844
71,2015-12-01,116.12896728515625
72,2015-12-01,122.91412353515625
73,2015-12-01,115.98042297363281
74,2015-12-01,146.4119110107422
75,2015-12-01,127.31812286376953
76,2015-12-01,122.28594970703125
77,2015-12-01,148.4600830078125
78,2015-12-01,119.40302276611328
79,2015-12-01,191.9597625732422
80,2015-12-01,112.19194030761719
81,2015-12-01,138.07769775390625
82,2015-12-01,133.6316375732422
83,2015-12-01,112.35952758789062
84,2015-12-01,134.11965942382812
85,2015-12-01,146.83770751953125
86,2015-12-01,108.41581726074219
87,2015-12-01,54.47350311279297
88,2015-12-01,169.7778778076172
89,2015-12-01,118.68891143798828
90,2015-12-01,138.23294067382812
91,2015-12-01,124.70758819580078
92,2015-12-01,155.6816864013672
93,2015-12-01,161.7928009033203
94,2015-12-01,128.1275634765625
95,2015-12-01,126.37222290039062
96,2015-12-01,156.77793884277344
97,2015-12-01,87.05094909667969
98,2015-12-01,122.0799331665039
99,2015-12-01,118.86466979980469
100,2015-12-01,137.87510681152344
101,2015-12-01,113.44340515136719
102,2015-12-01,151.80825805664062
103,2015-12-01,117.84734344482422
104,2015-12-01,112.51435852050781
105,2015-12-01,170.46725463867188
106,2015-12-01,119.33429718017578
107,2015-12-01,150.0382537841797
108,2015-12-01,122.15672302246094
109,2015-12-01,131.28770446777344
110,2015-12-01,114.57266235351562
111,2015-12-01,125.34442901611328
112,2015-12-01,179.77981567382812
113,2015-12-01,169.05824279785156
114,2015-12-01,143.92137145996094
115,2015-12-01,120.46257019042969
116,2015-12-01,108.4078369140625
117,2015-12-01,132.90921020507812
118,2015-12-01,161.4927215576172
119,2015-12-01,114.57452392578125
120,2015-12-01,130.43984985351562
121,2015-12-01,109.17169189453125
122,2015-12-01,102.50411224365234
123,2015-12-01,56.2138671875
124,2015-12-01,125.6902847290039
125,2015-12-01,163.3178253173828
126,2015-12-01,104.98420715332031
127,2015-12-01,110.54952239990234
128,2015-12-01,151.97601318359375
129,2015-12-01,138.4568634033203
130,2015-12-01,213.3921661376953
131,2015-12-01,163.61355590820312
132,2015-12-01,189.2053680419922
133,2015-12-01,101.80687713623047
134,2015-12-01,87.69303894042969
135,2015-12-01,108.73287963867188
136,2015-12-01,130.80967712402344
137,2015-12-01,131.90066528320312
138,2015-12-01,131.63229370117188
139,2015-12-01,126.134521484375
140,2015-12-01,130.1323699951172
141,2015-12-01,116.31482696533203
142,2015-12-01,140.40234375
143,2015-12-01,120.45704650878906
144,2015-12-01,178.94064331054688
145,2015-12-01,149.5292510986328
146,2015-12-01,171.44984436035156
147,2015-12-01,188.42776489257812
148,2015-12-01,116.24063110351562
149,2015-12-01,124.23662567138672
150,2015-12-01,106.91191101074219
151,2015-12-01,76.17292785644531
152,2015-12-01,118.83808898925781
153,2015-12-01,119.59659576416016
154,2015-12-01,126.77476501464844
155,2015-12-01,80.42543029785156
156,2015-12-01,119.02694702148438
157,2015-12-01,119.18974304199219
158,2015-12-01,117.9662094116211
159,2015-12-01,131.973388671875
160,2015-12-01,201.7769775390625
161,2015-12-01,165.02532958984375
162,2015-12-01,181.29718017578125
163,2015-12-01,115.62739562988281
164,2015-12-01,203.9633331298828
165,2015-12-01,169.72776794433594
166,2015-12-01,119.32025146484375
167,2015-12-01,153.4108428955078
168,2015-12-01,140.9384307861328
169,2015-12-01,201.3852996826172
170,2015-12-01,91.5858154296875
171,2015-12-01,99.99346923828125
172,2015-12-01,114.54523468017578
173,2015-12-01,102.18022918701172
174,2015-12-01,52.95377731323242
175,2015-12-01,129.8370361328125
176,2015-12-01,215.5041046142578
177,2015-12-01,152.6022491455078
178,2015-12-01,147.84597778320312
179,2015-12-01,199.8335723876953
180,2015-12-01,200.05320739746094
181,2015-12-01,210.78591918945312
182,2015-12-01,94.19547271728516
183,2015-12-01,89.86973571777344
184,2015-12-01,78.30962371826172
185,2015-12-01,100.20354461669922
186,2015-12-01,88.42967224121094
187,2015-12-01,113.66419219970703
188,2015-12-01,110.1531753540039
189,2015-12-01,123.90892028808594
190,2015-12-01,113.38914489746094
191,2015-12-01,114.03074645996094
192,2015-12-01,96.66766357421875
193,2015-12-01,84.85123443603516
194,2015-12-01,101.14257049560547
195,2015-12-01,101.42056274414062
196,2015-12-01,117.1075210571289
197,2015-12-01,159.65301513671875
198,2015-12-01,212.6138153076172
199,2015-12-01,130.9661102294922
200,2015-12-01,169.08447265625
201,2015-12-01,112.90904998779297
202,2015-12-01,110.4566879272461
203,2015-12-01,151.471435546875
204,2015-12-01,138.81402587890625
205,2015-12-01,118.642822265625
206,2015-12-01,141.61648559570312
207,2015-12-01,132.91452026367188
208,2015-12-01,139.93234252929688
209,2015-12-01,92.94359588623047
210,2015-12-01,106.80813598632812
211,2015-12-01,121.33209228515625
212,2015-12-01,111.28665924072266
213,2015-12-01,106.76214599609375
214,2015-12-01,185.5502166748047
215,2015-12-01,158.13031005859375
