product_id,product_month,ciiquantity_month
1,2015-12-01,61.199999999999996
2,2015-12-01,194.4
3,2015-12-01,644.4
4,2015-12-01,154.79999999999998
5,2015-12-01,110.39999999999999
6,2015-12-01,42.0
7,2015-12-01,130.79999999999998
8,2015-12-01,106.8
9,2015-12-01,32.4
10,2015-12-01,157.2
11,2015-12-01,56.4
12,2015-12-01,279.59999999999997
13,2015-12-01,78.0
14,2015-12-01,236.39999999999998
15,2015-12-01,156.0
16,2015-12-01,26.4
17,2015-12-01,153.6
18,2015-12-01,114.0
19,2015-12-01,130.79999999999998
20,2015-12-01,39.6
21,2015-12-01,80.39999999999999
22,2015-12-01,28.799999999999997
23,2015-12-01,4.8
24,2015-12-01,55.199999999999996
25,2015-12-01,202.79999999999998
26,2015-12-01,56.4
27,2015-12-01,30.0
28,2015-12-01,67.2
29,2015-12-01,78.0
30,2015-12-01,104.39999999999999
31,2015-12-01,21.599999999999998
32,2015-12-01,154.79999999999998
33,2015-12-01,52.8
34,2015-12-01,43.199999999999996
35,2015-12-01,42.0
36,2015-12-01,159.6
37,2015-12-01,24.0
38,2015-12-01,69.6
39,2015-12-01,176.4
40,2015-12-01,51.6
41,2015-12-01,156.0
42,2015-12-01,
43,2015-12-01,27.599999999999998
44,2015-12-01,164.4
45,2015-12-01,194.4
46,2015-12-01,90.0
47,2015-12-01,112.8
48,2015-12-01,48.0
49,2015-12-01,49.199999999999996
50,2015-12-01,26.4
51,2015-12-01,596.4
52,2015-12-01,122.39999999999999
53,2015-12-01,31.2
54,2015-12-01,14.399999999999999
55,2015-12-01,194.4
56,2015-12-01,40.8
57,2015-12-01,94.8
58,2015-12-01,126.0
59,2015-12-01,42.0
60,2015-12-01,48.0
61,2015-12-01,384.0
62,2015-12-01,69.6
63,2015-12-01,14.399999999999999
64,2015-12-01,81.6
65,2015-12-01,87.6
66,2015-12-01,205.2
67,2015-12-01,122.39999999999999
68,2015-12-01,68.39999999999999
69,2015-12-01,9.6
70,2015-12-01,284.4
71,2015-12-01,228.0
72,2015-12-01,86.39999999999999
73,2015-12-01,74.39999999999999
74,2015-12-01,86.39999999999999
75,2015-12-01,96.0
76,2015-12-01,225.6
77,2015-12-01,204.0
78,2015-12-01,210.0
79,2015-12-01,762.0
